"user_id","user_first_name","context_date","message_amount"
"1118401103","Vinicius","2023-10-17","1"
"479372888","Mateus","2023-10-17","3"
"6652518189","Adi","2023-10-17","1"
"479372888","Mateus","2023-10-16","13"
"6652518189","Adi","2023-10-16","4"
