"user_id","user_first_name","context_date","avg_message_length"
"479372888","Mateus","2023-10-17","21"
"6652518189","Adi","2023-10-17","18"
"1118401103","Vinicius","2023-10-17","0"
"479372888","Mateus","2023-10-16","19"
"6652518189","Adi","2023-10-16","12"
